"","day","mo","temp","dewp","wdsp","NUM_COLLISIONS"
"1240",1,11,51.2,35.6,5.1,0.519277108433735
"1241",3,11,39.8,16.7,5.6,0.848192771084337
"1242",4,11,38.2,18,3.8,0.883132530120482
"1243",5,11,42.5,24.9,2.3,0.863855421686747
"1244",6,11,49,38,2.5,0.46144578313253
"1245",7,11,57.1,47.5,2.9,0.578313253012048
"1246",2,11,56.3,47.2,999.9,0.612048192771084
"1247",1,11,41.5,31.4,999.9,0.54578313253012
"1248",3,11,39.4,27.8,6,0.736144578313253
"1249",4,12,46.5,41.1,5.9,0.898795180722892
"1250",5,12,49.3,46.3,2.9,0.789156626506024
"1251",6,12,50.9,38.2,6.2,0.750602409638554
"1252",7,12,46.4,29.4,4.5,0.819277108433735
"1253",2,12,45.7,29.7,2,0.757831325301205
"1254",1,12,46.5,31.9,2.7,0.58433734939759
"1255",3,12,48,31.1,2.9,0.804819277108434
"1256",4,12,44.6,30.3,4.6,0.744578313253012
"1257",5,12,45.8,34.4,2.7,0.692771084337349
"1258",6,12,54.9,43.5,4.5,0.804819277108434
"1259",7,12,55.2,43.9,3.1,0.836144578313253
"1260",2,12,59.6,45.6,2.7,0.696385542168675
"1261",1,12,61.8,48.3,2,0.66144578313253
"1262",3,12,56.8,49.5,4.6,0.767469879518072
"1263",4,12,61.8,45.6,8.6,0.909638554216867
"1264",5,12,50.6,33.7,5.9,0.810843373493976
"1265",6,12,54.7,48.7,3.4,0.897590361445783
"1266",7,12,51.9,41.2,5.5,0.924096385542169
"1267",2,12,38.2,16.7,7.4,0.751807228915663
"1268",1,12,38.6,16.5,5.8,0.602409638554217
"1269",3,12,45,27.3,6.1,0.737349397590361
"1270",4,12,57.2,49.2,4.9,0.842168674698795
"1271",5,12,56.4,52,3,0.969879518072289
"1272",6,12,66.4,60.6,5.1,0.726506024096386
"1273",7,12,62,52.1,0.7,0.386746987951807
"1274",2,12,54.5,38.9,5.9,0.475903614457831
"1275",1,12,52,47.1,4.5,0.624096385542169
"1276",3,12,43.6,28.6,7.1,0.590361445783133
"1277",4,12,39.3,34.5,6.8,0.642168674698795
"1278",5,12,41.3,37.2,3,0.603614457831325
"1279",6,12,46.5,42.7,3,0.634939759036145
"1280",7,1,40.4,24.3,6.5,0.472924187725632
"1281",2,1,35.8,17.7,6,0.507821901323706
"1282",1,1,38.4,20,6.4,0.51985559566787
"1283",3,1,30.8,12.5,7,0.723225030084236
"1284",4,1,18.4,-2.3,6.2,0.770156438026474
"1285",5,1,31.2,2.8,2.4,0.752105896510229
"1286",6,1,37.9,8.7,2.9,0.65222623345367
"1287",7,1,40.2,25.5,4.3,0.724428399518652
"1288",2,1,43.3,35.7,7.4,0.666666666666667
"1289",1,1,50.4,45.9,8.2,0.555956678700361
"1290",3,1,35.2,13.1,9.4,0.818291215403129
"1291",4,1,32.2,11.5,4.6,0.766546329723225
"1292",5,1,27.1,7.8,9.4,0.728038507821901
"1293",6,1,27.9,8.6,5.1,0.71841155234657
"1294",7,1,41.2,27.5,3.8,0.868832731648616
"1295",2,1,46,37.3,5.5,0.677496991576414
"1296",1,1,37.3,23.1,5.8,0.542719614921781
"1297",3,1,27.1,11.4,7.5,0.578820697954272
"1298",4,1,21.1,1.5,10.4,0.796630565583634
"1299",5,1,30.7,13.1,5.6,0.749699157641396
"1300",6,1,30.9,12.5,5,0.8014440433213
"1301",7,1,25.9,5.1,5.3,0.844765342960289
"1302",2,1,26.2,19.2,12.8,0.483754512635379
"1303",1,1,26.7,11.6,6.3,0.622141997593261
"1304",3,1,32.7,16.2,2.9,0.791817087845969
"1305",4,1,41.4,26.9,5.1,0.883273164861613
"1306",5,1,43.9,24.7,6.2,0.806257521058965
"1307",6,1,37,19.3,4.1,0.819494584837545
"1308",7,1,38.3,21.7,5.5,0.776173285198556
"1309",2,1,32.8,15.8,6,0.717208182912154
"1310",1,1,42.6,24.5,5.6,0.640192539109507
"1311",3,2,52.1,35.4,5,0.861612515042118
"1312",4,2,44.5,24.1,3.4,0.855595667870036
"1313",5,2,48.8,40.3,4.7,0.696750902527076
"1314",6,2,54.7,44.9,5,0.732851985559567
"1315",7,2,37.4,26.2,7.4,0.730445246690734
"1316",2,2,34.6,16.7,5,0.66546329723225
"1317",1,2,39.1,20.8,4,0.509025270758123
"1318",3,2,36,24.2,9.5,0.602888086642599
"1319",4,2,30.4,21.8,4.7,0.687123947051745
"1320",5,2,34.8,24.2,3.8,0.646209386281588
"1321",6,2,26.1,4.3,8,0.74849578820698
"1322",7,2,20.4,-1.8,6.6,0.755716004813478
"1323",2,2,19.3,-0.7,9.4,0.577617328519856
"1324",1,2,6.9,-16.1,7.6,0.371841155234657
"1326",4,2,45,41.2,6.5,0.740072202166065
"1327",5,2,39.1,26.7,6.7,0.631768953068592
"1328",6,2,32.5,11.5,5.9,0.712394705174489
"1329",7,2,30.1,8.3,5.2,0.640192539109507
"1330",2,2,47.7,29.1,6,0.667870036101083
"1331",1,2,52.8,31.8,4.3,0.578820697954272
"1332",3,2,45.3,26.8,4.5,0.740072202166065
"1333",4,2,38,26.6,10.9,0.749699157641396
"1334",5,2,40.7,38,11,0.794223826714801
"1335",6,2,52.6,44.7,6.9,0.797833935018051
"1336",7,2,35.5,14.9,8.3,0.57280385078219
"1337",2,2,31.9,9.8,5.2,0.46690734055355
"1338",1,2,46,21.8,6.4,0.61251504211793
"1339",3,2,52.8,31.5,7.1,0.741275571600481
"1340",4,3,45.6,23.4,6.5,0.796630565583634
"1341",5,3,45.8,28.7,8.9,0.785800240673887
"1342",6,3,30.3,5.8,5.8,0.752105896510229
"1343",7,3,33.4,21.2,6.2,0.824308062575211
"1344",2,3,33.8,12.4,5.1,0.723225030084236
"1345",1,3,37.3,14.5,2.7,0.601684717208183
"1346",3,3,45.2,27,6.1,0.687123947051745
"1347",4,3,55.1,34.3,3.3,0.760529482551143
"1348",5,3,57.2,39.4,1.8,0.794223826714801
"1349",6,3,70.5,43.2,4.4,0.756919374247894
"1350",7,3,61.6,44.3,5.3,0.808664259927798
"1351",2,3,50.1,29.6,4.4,0.752105896510229
"1352",1,3,56.7,33.1,3.7,0.523465703971119
"1353",3,3,46.3,34.7,9.6,0.770156438026474
"1354",4,3,48,41.5,7.7,0.73164861612515
"1355",5,3,54.5,43,2.6,0.756919374247894
"1356",6,3,52,38.3,4.4,0.736462093862816
"1357",7,3,52,26.2,7.1,0.77496991576414
"1358",2,3,42.3,16.3,4.1,0.649819494584838
"1359",1,3,37.8,13.4,8.8,0.576413959085439
"1360",3,3,38.6,22.4,6.4,0.742478941034898
"1361",4,3,43.2,17.8,6.6,0.755716004813478
"1362",5,3,57,30,5.9,0.747292418772563
"1363",6,3,49.8,35.5,8,0.764139590854392
"1364",7,3,57.7,47.3,3.2,0.657039711191336
"1365",2,3,46.3,30.2,5.8,0.637785800240674
"1366",1,3,45.7,34.5,4.2,0.552346570397112
"1367",3,3,47.2,38.4,6.7,0.791817087845969
"1368",4,3,48.5,21.2,11.5,0.821901323706378
"1369",5,3,44.5,15.4,4.9,0.782190132370638
"1370",6,3,58.4,39,6.1,0.784596871239471
"1371",7,4,67.3,56.1,4.8,0.844765342960289
"1372",2,4,55.4,43.4,3.3,0.71841155234657
"1373",1,4,41,21.1,10.4,0.703971119133574
"1374",3,4,39.7,26.8,4.8,0.821901323706378
"1375",4,4,33,11.4,7.9,0.808664259927798
"1376",5,4,37.9,11.3,4.9,0.755716004813478
"1377",6,4,52.4,43.2,5.8,0.75812274368231
"1378",7,4,47.3,29,6.7,0.837545126353791
"1379",2,4,40,24.6,4.9,0.670276774969916
"1380",1,4,39.6,16.5,4.4,0.600481347773766
"1381",3,4,50.9,32.5,5.6,0.750902527075812
"1382",4,4,54,40.6,5.3,0.767749699157641
"1383",5,4,47.7,24.1,4.1,0.842358604091456
"1384",6,4,50.5,27.2,4.9,0.811070998796631
"1385",7,4,51.7,27.9,3.5,0.882069795427196
"1386",2,4,53.2,25.6,4.5,0.817087845968712
"1387",1,4,56.1,30.7,2.3,0.683513838748496
"1388",3,4,63.8,31,2.8,0.826714801444043
"1389",4,4,66.3,31.5,6.4,0.88086642599278
"1390",5,4,58.5,19.9,5.8,0.838748495788207
"1391",6,4,59.5,32.1,4.8,0.835138387484958
"1392",7,4,70.3,51.1,3.6,0.891696750902527
"1393",2,4,65.6,52,5.6,0.780986762936221
"1394",1,4,56.2,23.4,6.2,0.539109506618532
"1395",3,4,58,38.5,3.6,0.587244283995186
"1396",4,4,54.9,47.3,5.2,0.576413959085439
"1397",5,4,51.3,39.2,4.3,0.613718411552347
"1398",6,4,52.6,31.6,4.8,0.588447653429603
"1399",7,4,51.4,33.3,4.3,0.622141997593261
"1400",2,4,52.7,35.7,4.9,0.699157641395909
"1401",1,5,49,39.1,4,0.582430806257521
"1402",3,5,50.1,45.5,2.2,0.70878459687124
"1403",4,5,53.3,50.1,5.1,0.855595667870036
"1404",5,5,50.4,45.7,6.3,0.785800240673887
"1405",6,5,50.9,42,7.5,0.753309265944645
"1406",7,5,50.7,45.1,7.8,0.876052948255114
"1407",2,5,52.2,46.6,4.8,0.687123947051745
"1408",1,5,55.6,42.3,3.7,0.711191335740072
"1409",3,5,61.8,33.5,3.5,0.777376654632972
"1410",4,5,57.6,28.8,4.5,0.73164861612515
"1411",5,5,62.4,38.7,2.8,0.84115523465704
"1412",6,5,66.5,41,2.5,0.895306859205776
"1413",7,5,61,54.4,999.9,0.921780986762936
"1414",2,5,63.5,54.2,999.9,0.70878459687124
"1415",1,5,54.6,36.7,999.9,0.613718411552347
"1416",3,5,52.5,27.1,999.9,0.892900120336943
"1417",4,5,59.1,37.6,3.5,0.750902527075812
"1418",5,5,57.8,40.5,999.9,0.813477737665463
"1419",6,5,60.3,41.2,1.2,0.835138387484958
"1420",7,5,63.4,39.4,3.1,0.941034897713598
"1421",2,5,61.7,41.2,3.1,0.683513838748496
"1422",1,5,59.7,48,3.7,0.687123947051745
"1423",3,5,64.4,50.6,1.9,0.784596871239471
"1424",4,5,63.9,52.2,2.3,0.836341756919374
"1425",5,5,73.2,47.5,3,0.882069795427196
"1426",6,5,79.3,48.3,3.3,0.892900120336943
"1427",7,5,78.1,58.6,3.1,0.922984356197353
"1428",2,5,79.6,62.6,4.4,0.754512635379061
"1429",1,5,77.9,59.2,4.2,0.681107099879663
"1430",3,5,73,66.6,2.6,0.566787003610108
"1431",4,5,76,64.1,3.6,0.914560770156438
"1432",5,6,75.3,54.4,4.6,0.929001203369434
"1433",6,6,68.4,55.9,4.4,0.821901323706378
"1434",7,6,65.4,59.5,1.5,0.85439229843562
"1435",2,6,72.4,63.1,2.1,0.764139590854392
"1436",1,6,67.5,63.9,3.5,0.560770156438027
"1437",3,6,72.6,60.1,4.5,0.912154031287605
"1438",4,6,76.4,56,4.4,0.853188929001203
"1439",5,6,61.8,47.6,6.2,0.918170878459687
"1440",6,6,61.7,38.9,8,0.825511432009627
"1441",7,6,66.2,36.4,5.7,0.984356197352587
"1442",2,6,72.1,50.9,2.5,0.702767749699158
"1443",1,6,79.4,55.5,5.6,0.706377858002407
"1444",3,6,64.9,45.7,7.1,0.777376654632972
"1445",4,6,68,45,4.1,0.862815884476534
"1446",5,6,73.2,46.9,2.2,0.889290012033694
"1447",6,6,70.6,60.8,1.5,0.829121540312876
"1448",7,6,70.2,55.1,3.5,0.900120336943442
"1449",2,6,71.3,49.5,2.8,0.842358604091456
"1450",1,6,74.2,54.4,2,0.672683513838748
"1451",3,6,72.8,60.5,2.9,0.896510228640193
"1452",4,6,79.2,57.7,4.3,0.819494584837545
"1453",5,6,77.2,48.6,4.1,0.903730445246691
"1454",6,6,75.2,54.7,1.5,0.773766546329723
"1455",7,6,74.6,57.1,4.8,0.975932611311673
"1456",2,6,73.1,56.1,3.7,0.82791817087846
"1457",1,6,74.7,55.5,1.4,0.700361010830325
"1458",3,6,74.3,57,4.5,0.864019253910951
"1459",4,6,71.1,67.5,2.9,0.812274368231047
"1460",5,6,73.9,63.4,1.9,0.826714801444043
"1461",6,6,75.7,56.2,2.2,0.915764139590854
"1462",7,7,74.5,64.1,3.2,0.904933814681107
"1463",2,7,70.3,56.4,4.6,0.685920577617328
"1464",1,7,72.1,52.2,2.3,0.539109506618532
"1465",3,7,74.1,58.2,3.4,0.587244283995186
"1466",4,7,75.4,67.9,2.3,0.797833935018051
"1467",5,7,83.3,66.1,2.3,0.818291215403129
"1468",6,7,82.7,70.6,1.7,0.725631768953069
"1469",7,7,79.2,70.1,3.6,0.736462093862816
"1470",2,7,69.1,62.9,4.1,0.59927797833935
"1471",1,7,71.5,63.8,3.6,0.611311672683514
"1472",3,7,72.8,58.1,3.3,0.743682310469314
"1473",4,7,74.1,62.1,2.9,0.796630565583634
"1474",5,7,76.2,65.9,4.1,0.730445246690734
"1475",6,7,78.7,72.1,3,0.891696750902527
"1476",7,7,83,69.8,3.1,0.96028880866426
"1477",2,7,81.6,65.1,3.8,0.749699157641396
"1478",1,7,81,65.8,2.9,0.690734055354994
"1479",3,7,81.9,65.6,4.4,0.872442839951865
"1480",4,7,77.7,59,4.5,0.84115523465704
"1481",5,7,76.5,52.6,3.1,0.839951865222623
"1482",6,7,78.3,61,3.6,0.879663056558363
"1483",7,7,82.8,67.2,5.8,0.925391095066185
"1484",2,7,87.2,62.9,5,0.782190132370638
"1485",1,7,84,60,3,0.681107099879663
"1486",3,7,82.3,69.2,3.3,0.839951865222623
"1487",4,7,78.9,68.1,3.7,0.82791817087846
"1488",5,7,82.6,61.4,2.3,0.830324909747292
"1489",6,7,83.2,66.8,2.4,0.853188929001203
"1490",7,7,76.1,68.5,4,0.931407942238267
"1491",2,7,77,69.4,3,0.720818291215403
"1492",1,7,74.9,71.3,3.3,0.636582430806258
"1493",3,8,72.8,67,5.4,0.684717208182912
"1494",4,8,73,62,6.1,0.724428399518652
"1495",5,8,71.5,58.9,2.6,0.826714801444043
"1496",6,8,72.9,60,1.8,0.860409145607702
"1497",7,8,74.5,61.3,3.2,0.842358604091456
"1498",2,8,78,67.7,4.5,0.695547533092659
"1499",1,8,79,58.7,3.2,0.649819494584838
"1500",3,8,78.6,58.1,1.7,0.760529482551143
"1501",4,8,78.2,61.5,1.8,0.782190132370638
"1502",5,8,79.7,72,3.4,0.743682310469314
"1503",6,8,84.3,73.3,4.3,0.808664259927798
"1504",7,8,82.4,73.5,4,0.877256317689531
"1505",2,8,86.9,74.8,4.1,0.738868832731649
"1506",1,8,87.8,71.5,3.5,0.626955475330927
"1507",3,8,82.6,69.1,2.7,0.773766546329723
"1508",4,8,82.5,72.4,2.6,0.77496991576414
"1509",5,8,80.8,68.8,5.8,0.791817087845969
"1510",6,8,78.8,65.1,1.8,0.764139590854392
"1511",7,8,80,66.7,1.7,0.850782190132371
"1512",2,8,76.7,69.1,3.9,0.696750902527076
"1513",1,8,78,70.2,3,0.616125150421179
"1514",3,8,73.7,60.4,5.3,0.805054151624549
"1515",4,8,71.2,50.4,1.9,0.766546329723225
"1516",5,8,76.9,58.6,2.1,0.764139590854392
"1517",6,8,77.8,64.2,999.9,0.793020457280385
"1518",7,8,82.4,68.3,999.9,0.909747292418773
"1519",2,8,80.2,59.2,3.6,0.750902527075812
"1520",1,8,78.5,61.9,1.8,0.672683513838748
"1521",3,8,80.6,62.4,3.9,0.809867629362214
"1522",4,8,77,58.7,3.7,0.74849578820698
"1523",5,8,78.9,66.3,2.5,0.795427196149218
"1524",6,9,73.9,67.8,1.6,0.812274368231047
"1525",7,9,72.6,56.7,4.7,0.838748495788207
"1526",2,9,71.2,56.8,5.9,0.59927797833935
"1527",1,9,70.8,54.2,5.9,0.560770156438027
"1528",3,9,72.8,52.1,5.9,0.504211793020457
"1529",4,9,76.7,59,8.8,0.753309265944645
"1530",5,9,76,65.7,7,0.779783393501805
"1531",6,9,78.2,68.1,2,0.862815884476534
"1532",7,9,85,69.2,3.2,0.860409145607702
"1533",2,9,81.1,72.9,3.4,0.719614921780987
"1534",1,9,79.4,62.9,5.1,0.647412755716005
"1535",3,9,69.5,49.6,4.2,0.779783393501805
"1536",4,9,70.8,58.1,2.7,0.937424789410349
"1537",5,9,75.7,60.4,4.3,0.937424789410349
"1538",6,9,68,49.4,5,0.910950661853189
"1539",7,9,66.2,52.8,2.2,0.938628158844765
"1540",2,9,67.1,56.2,2.6,0.777376654632972
"1541",1,9,74.3,66.4,3.1,0.643802647412756
"1542",3,9,72.7,69.2,2.5,0.818291215403129
"1543",4,9,72.9,66.4,2.1,0.74488567990373
"1544",5,9,75.3,58.7,3,0.747292418772563
"1545",6,9,74.2,51.3,2.1,0.794223826714801
"1546",7,9,74,54.7,1.3,0.977135980746089
"1547",2,9,65.8,52.5,4.7,0.736462093862816
"1548",1,9,61.3,39.7,2.7,0.688327316486161
"1549",3,9,63.1,44.4,3.2,0.749699157641396
"1550",4,9,68.1,58.4,3.3,0.793020457280385
"1551",5,9,64.4,57.8,5.7,0.766546329723225
"1552",6,9,60.6,53,8.8,0.750902527075812
"1554",2,10,58.4,54.3,7,0.699157641395909
"1555",1,10,59.6,55.2,3.5,0.584837545126354
"1556",3,10,64.6,57.1,1.8,0.589651022864019
"1557",4,10,64.5,54.7,5.3,0.629362214199759
"1558",5,10,60,47.8,5.2,0.836341756919374
"1559",6,10,62.1,52.1,1.9,0.919374247894103
"1560",7,10,63.4,53.2,1.8,0.90734055354994
"1561",2,10,63,58.5,1.4,0.76173285198556
"1562",1,10,58,52.8,5.2,0.577617328519856
"1563",3,10,54.3,34.1,4.6,0.648616125150421
"1564",4,10,53.4,38,3.2,0.889290012033694
"1565",5,10,57.9,48.8,1.2,0.59927797833935
"1566",6,10,60.1,54.1,1.8,0.910950661853189
"1567",7,10,54.4,38.1,4.1,0.922984356197353
"1568",2,10,54,39.7,2.7,0.771359807460891
"1569",1,10,59.6,50.2,3.1,0.605294825511432
"1570",3,10,69.4,58,3.1,0.703971119133574
"1571",4,10,73.1,60.8,2.8,0.709987966305656
"1572",5,10,74.8,60.2,4.3,0.813477737665463
"1573",6,10,66.6,53.7,5.4,0.796630565583634
"1575",2,10,53.4,47.9,7.7,0.756919374247894
"1576",1,10,52.4,32.8,7.8,0.642599277978339
"1577",3,10,56.1,40.1,5.3,0.689530685920578
"1578",4,10,48.6,30.5,5.2,0.681107099879663
"1579",5,10,44.2,24.9,4,0.849578820697954
"1580",6,10,44.2,32.8,4.6,1
"1581",7,10,47.8,39.3,6.7,0.96028880866426
"1582",2,10,49.2,35.5,3.2,0.738868832731649
"1583",1,10,65.4,54,4.4,0.670276774969916
"1584",3,10,50.7,37.2,4.3,0.78820697954272
"1585",4,11,48.9,37.2,2.9,0.88086642599278
"1586",5,11,59.7,48.9,3,0.800240673886883
"1587",6,11,65.3,54.3,3.8,0.829121540312876
"1588",7,11,56.2,37.3,4.3,0.935018050541516
"1589",2,11,52,33.6,3.1,0.753309265944645
"1590",1,11,54.4,37.1,5.7,0.640192539109507
"1591",3,11,46.6,27.3,5.5,0.84115523465704
"1592",4,11,52,30.6,1.9,0.746089049338147
"1593",5,11,56.4,41,2.4,0.651022864019254
"1594",6,11,48.5,32.7,4.8,0.849578820697954
"1595",7,11,53.4,31.4,7.6,0.800240673886883
"1596",2,11,42.9,19.7,4.5,0.725631768953069
"1597",1,11,49,23.6,4.4,0.623345367027678
"1598",3,11,53.6,20.8,4,0.803850782190132
"1599",4,11,51.4,40,4.7,0.891696750902527
"1600",5,11,51.6,38.2,4.1,0.848375451263538
"1601",6,11,54.3,38.6,3.8,0.850782190132371
"1602",7,11,52.5,37.4,2,0.9338146811071
"1603",2,11,55.2,41.8,3.3,0.832731648616125
"1604",1,11,41.2,31.7,7.9,0.636582430806258
"1605",3,11,38.2,18.4,10.9,0.823104693140794
"1606",4,11,38.4,18.8,9.5,0.92057761732852
"1607",5,11,38.8,21.8,5.5,0.971119133574007
"1608",6,11,43.2,31.2,3.9,0.515042117930205
"1609",7,11,48.6,42.6,2.1,0.547533092659446
"1610",2,11,47.7,38.8,3.4,0.557160048134777
"1611",1,11,43.5,29.9,4,0.560770156438027
"1612",3,11,44.3,28.9,3.3,0.778580024067389
"1613",4,11,54.2,47.7,3.8,0.904933814681107
"1614",5,11,55.8,53,4,0.878459687123947
"1615",6,12,51.4,42.6,7.3,0.883273164861613
"1616",7,12,44.7,27.4,7.4,0.830324909747292
"1617",2,12,44.3,26.5,7.6,0.712394705174489
"1618",1,12,42.2,22.7,5.1,0.580024067388688
"1619",3,12,42.8,31.6,5.2,0.951865222623345
"1620",4,12,42.7,29.8,3.5,0.855595667870036
"1621",5,12,41.3,36.9,4.7,0.766546329723225
"1622",6,12,42.2,30.8,3.3,0.764139590854392
"1623",7,12,36,11.9,8.7,0.843561973525872
"1624",2,12,31.5,15.4,6.1,0.667870036101083
"1625",1,12,30.8,16.9,3.3,0.628158844765343
"1626",3,12,38.8,34.9,4.6,0.800240673886883
"1627",4,12,39.6,24.8,4.1,0.75812274368231
"1628",5,12,39.4,22.8,4.3,0.829121540312876
"1629",6,12,27.7,2,8.7,0.901323706377858
"1630",7,12,20.7,2.8,5.9,0.953068592057762
"1631",2,12,29.9,22.2,3.7,0.749699157641396
"1632",1,12,45.5,41.8,5.2,0.626955475330927
"1633",3,12,28.4,8.7,6.8,0.868832731648616
"1634",4,12,25.8,7.3,2.6,0.865222623345367
"1635",5,12,34.3,16.3,3.2,0.813477737665463
"1636",6,12,41.6,22.7,4.5,0.842358604091456
"1637",7,12,41.8,24.2,5.9,0.832731648616125
"1638",2,12,42.1,32.2,4.9,0.666666666666667
"1639",1,12,43.9,30.6,4.9,0.439229843561974
"1640",3,12,37.5,26,5.9,0.474127557160048
"1641",4,12,54.7,45.1,6.5,0.684717208182912
"1642",5,12,39.7,24.4,5.2,0.657039711191336
"1643",6,12,38.9,29.4,3.4,0.65222623345367
"1644",7,12,37.3,25.2,7.6,0.701564380264741
"1645",2,12,36.4,19.7,6.4,0.55956678700361
"1646",1,1,44.8,22.9,5,0.57396449704142
"1647",3,1,39.3,28.9,6.7,0.531360946745562
"1648",4,1,40.1,39.3,11.2,0.779881656804734
"1649",5,1,44.6,37.3,6.1,0.698224852071006
"1650",6,1,31.4,9.3,7,0.653254437869823
"1651",7,1,30.2,16,4.4,0.710059171597633
"1653",1,1,20.1,7.2,7.5,0.480473372781065
"1654",3,1,18.6,3.1,4.6,0.791715976331361
"1655",4,1,27.7,15.3,4,0.706508875739645
"1656",5,1,45.8,37.8,5.3,0.744378698224852
"1657",6,1,55.6,48.4,6.3,0.764497041420118
"1658",7,1,51.4,35.8,6.4,0.714792899408284
"1659",2,1,31.1,16.4,4.1,0.585798816568047
"1660",1,1,33,23.8,3.7,0.579881656804734
"1661",3,1,35,20,3.1,0.564497041420118
"1662",4,1,40,30.4,3.8,0.777514792899408
"1663",5,1,39.2,37.7,6.3,0.649704142011834
"1664",6,1,42.1,35,3,0.72189349112426
"1665",7,1,41.9,33,4,0.715976331360947
"1666",2,1,42.9,41,4,0.562130177514793
"1667",1,1,44.5,43.6,3.7,0.486390532544379
"1668",3,1,41.2,35.4,15.5,0.789349112426035
"1669",4,1,36.2,35.1,10.6,0.667455621301775
"1670",5,1,40.5,30.4,6.4,0.681656804733728
"1671",6,1,49.2,34.4,5.1,0.666272189349112
"1672",7,1,41.8,24.6,7.8,0.689940828402367
"1673",2,1,36.6,20.9,7.1,0.592899408284024
"1674",1,1,38.4,18.6,5.8,0.506508875739645
"1675",3,1,34.6,13.9,4.9,0.644970414201183
"1676",4,1,29.3,15.8,4.4,0.675739644970414
"1677",5,2,39.6,26.6,4.1,0.679289940828402
"1678",6,2,39.5,22.2,4.7,0.693491124260355
"1679",7,2,30.6,11,5.2,0.720710059171598
"1680",2,2,27.6,5.2,7.7,0.640236686390533
"1681",1,2,35.2,13.9,6.3,0.507692307692308
"1682",3,2,41.6,20.4,5.5,0.672189349112426
"1683",4,2,39.3,34.9,5.3,0.740828402366864
"1684",5,2,45.9,39.9,3.9,0.796449704142012
"1685",6,2,33.3,23.6,9.2,0.6
"1686",7,2,24.2,6.2,8.2,0.837869822485207
"1687",2,2,37.3,21.5,4.4,0.604733727810651
"1688",1,2,34.7,28.7,6.4,0.519526627218935
"1689",3,2,35.2,24.7,9.9,0.759763313609467
"1690",4,2,32.6,18.8,5.5,0.814201183431953
"1691",5,2,40.3,29.5,4.6,0.713609467455621
"1692",6,2,33.6,19.1,8.9,0.771597633136095
"1693",7,2,32.1,14.1,8.3,0.804733727810651
"1694",2,2,45.7,21.7,4.2,0.674556213017751
"1695",1,2,59.9,32.1,5.9,0.518343195266272
"1696",3,2,50.5,25.4,5.7,0.506508875739645
"1697",4,2,40.8,18.8,5.5,0.571597633136095
"1698",5,2,47.2,35.4,3.5,0.564497041420118
"1699",6,2,53,44.9,2.2,0.687573964497041
"1700",7,2,62.7,51.6,5.1,0.777514792899408
"1701",2,2,57.3,53.5,5.4,0.67810650887574
"1702",1,2,41.5,24.8,7.6,0.546745562130178
"1703",3,2,42.2,19.2,6,0.63905325443787
"1704",4,2,51.1,37.4,3.2,0.699408284023669
"1705",5,3,58.6,53.5,4.5,0.675739644970414
"1706",6,3,52,28.1,10,0.772781065088757
"1707",7,3,34.5,8.9,6.5,0.881656804733728
"1708",2,3,25.1,1.8,8.1,0.634319526627219
"1709",1,3,22.8,-8.1,6.1,0.578698224852071
"1710",3,3,33.5,5.8,2.6,0.731360946745562
"1711",4,3,45.6,37.1,3.8,0.753846153846154
"1712",5,3,54.2,36.7,5.4,0.720710059171598
"1713",6,3,55.5,16.8,8.3,0.78698224852071
"1714",7,3,39.2,23.9,5.9,0.724260355029586
"1715",2,3,23.2,4,8.6,0.648520710059172
"1716",1,3,23.8,3.3,7.9,0.610650887573964
"1717",3,3,26,3.9,4.2,0.937278106508876
"1718",4,3,29.6,24.9,9.9,0.442603550295858
"1719",5,3,23.2,9.4,10.4,0.769230769230769
"1720",6,3,29.7,9.8,7.7,0.992899408284024
"1721",7,3,36.3,12.6,6.1,0.894674556213018
"1722",2,3,36.3,22.5,6.3,0.596449704142012
"1723",1,3,38.7,23.9,9.1,0.650887573964497
"1724",3,3,41.5,13.9,4.3,0.887573964497041
"1725",4,3,48.5,24.2,3.5,0.752662721893491
"1726",5,3,39.7,11.2,9.3,0.730177514792899
"1727",6,3,30.2,0.9,5.3,0.831952662721893
"1728",7,3,43.3,20.2,4.2,0.77396449704142
"1729",2,3,54.1,36.9,5.5,0.675739644970414
"1730",1,3,40.3,34.5,7.8,0.539644970414201
"1731",3,3,42.5,40,4.3,0.744378698224852
"1732",4,3,43.8,42.3,5.2,0.700591715976331
"1733",5,3,48.4,37,5.6,0.795266272189349
"1734",6,3,44.3,23.1,6.3,0.756213017751479
"1735",7,3,40.4,35.9,6.5,0.89112426035503
"1736",2,4,40.3,35.1,10.3,0.699408284023669
"1737",1,4,49.8,29.8,4.8,0.608284023668639
"1738",3,4,55.3,30.8,3.4,0.764497041420118
"1739",4,4,49.1,44.9,6.2,0.707692307692308
"1740",5,4,51.2,43.5,2.6,0.694674556213018
"1741",6,4,44.1,41.4,7.7,0.843786982248521
"1742",7,4,47.7,36.8,8.5,0.821301775147929
"1743",2,4,45.9,22.5,8.5,0.742011834319527
"1744",1,4,53.2,22.7,4.3,0.640236686390533
"1745",3,4,62.5,36.3,4.9,0.750295857988166
"1746",4,4,69.4,47,5.7,0.614201183431953
"1747",5,4,65.2,51,2.2,0.63905325443787
"1748",6,4,57.4,32.8,4.1,0.698224852071006
"1749",7,4,56.4,26.5,3.2,0.609467455621302
"1750",2,4,56.8,36.6,4.2,0.585798816568047
"1751",1,4,70.1,54.5,6,0.569230769230769
"1752",3,4,69.3,45.6,6.1,0.577514792899408
