"day","temp","dewp","prcp","NUM_COLLISIONS"
5,62.4,58.2,0.58,686
6,61.2,58.5,0.54,732
7,64.3,51.8,0.02,616
2,53.8,46,0.15,583
1,67.5,60.9,0.5,578
3,68.1,49.9,0,626
4,63,51.1,0,689
5,66.7,57.5,0.58,729
6,73.2,46.6,0.29,770
7,75.3,50.6,0,799
2,79.9,64.5,0,601
1,67.2,60.5,0.09,487
3,60.4,53.3,0.35,409
4,72.8,61.9,0,809
5,70,62.3,0,708
6,64.8,60.4,0,698
7,70.2,66.2,0.11,751
2,76.8,68.2,0.26,622
1,64,55.7,0.09,525
3,58.8,51.9,0.39,698
4,65.6,52.2,0.01,688
5,63.8,48.8,0,651
6,63.6,53.2,0,693
7,69.1,58.1,0,757
2,74.4,56.2,0,706
1,68.3,53.2,0,533
3,63.9,50.3,0.01,686
4,64.6,46.8,0,720
5,68.7,60.5,0,706
6,75.8,55.1,0.04,833
7,70.2,50.2,0,728
2,73.1,50.2,0,677
1,77.5,52.6,0,627
3,80.9,65.1,0,808
4,80.6,65.5,0.15,812
5,75.9,54.2,0.07,698
6,74,62.4,0.68,815
7,71,59.8,0.59,728
2,64.2,58.2,0.1,513
1,72.3,65,0,553
3,74.1,57.7,0,733
4,70.5,52.1,0,762
5,69.3,59.1,0,540
6,73.3,69.7,0.31,737
7,79,64.6,1.06,845
2,83.1,59.4,0,651
1,86.4,67.6,0,563
3,86.6,69.4,0,719
4,82.5,74.4,0,678
5,80.4,73,0.01,406
6,81,72.2,0,720
7,78.2,71,0.06,654
2,70.3,47.6,0.17,526
1,71.3,51.4,0,545
3,75.7,54.9,0,672
4,80.8,58.8,0,727
5,80.9,63.3,0,627
6,74.3,60.4,0.71,642
7,75.5,58.8,0,726
2,78.5,59.7,0,577
1,75.5,67.7,1,564
3,81.5,70.6,0.64,719
4,79.2,72,0,680
5,74.4,62.3,2.24,688
6,74.4,50.7,0,739
7,74.2,59.7,0,700
2,71.8,58.8,0,622
1,72.7,69.8,0.83,540
3,75.6,73.3,0.92,614
4,77.8,72.8,0.13,654
5,75.8,73,0.51,657
6,76.5,71,0.25,606
7,78.9,69.9,0.03,753
2,75.6,69,0.25,637
1,76.4,61.6,0,463
3,74.6,61.2,0,580
4,73,64.6,0.37,709
5,77.2,71.6,0.04,660
6,80.8,71.1,0.06,722
7,77,73.2,0.51,749
2,77.8,71.4,0.24,605
1,81.8,67.3,0.74,573
3,84.4,69.6,0,632
4,82.5,73.1,0,658
5,80.4,71,0.05,656
6,80.7,69.5,0.61,709
7,79.3,62.6,0,707
2,74.6,69.7,0.96,568
1,76,70.8,1.94,499
3,73.6,70.6,0,617
4,74.1,70.6,0.66,701
5,76.9,66.4,0.79,645
6,82,68.1,0,647
7,82.5,71.4,0,703
2,76.9,71.9,1.1,579
1,70.8,65.4,0.01,490
3,70.3,62.6,0.02,562
4,71.7,63.7,0,580
5,75.5,67.8,0.83,599
6,72.1,55.9,0.72,610
7,73,56.4,0,681
2,73.2,57.9,0,552
1,74.8,62.8,0,528
3,80.3,68.9,0,651
4,85.5,71.7,0,715
5,86.5,71.8,0,685
6,84.2,69.7,0,736
7,74.9,64.5,0,623
2,72.6,61.7,0.03,529
1,73.4,65.7,0,528
3,80.7,72.4,0,533
4,83.8,70,0,786
5,82,71.7,0,768
6,82.5,73,0,822
7,73.9,68.8,0.36,671
2,68.3,58.9,0,568
1,59.1,53.7,0.06,556
3,58.7,56.6,0.84,650
4,66.8,64.6,0.51,544
5,73.5,71.2,0.03,783
6,71.7,68.7,0.26,718
7,71.3,66.5,0.13,684
2,72,65.2,0,596
1,73.8,64.5,0,597
3,73.2,67.3,0,673
4,74.8,71.5,0.02,740
5,73.8,66.2,1.18,519
6,68.1,60.4,0,659
7,68.7,61.5,0,715
2,70.4,58.6,0,562
1,62.9,51.9,0,475
3,63,53.9,0,594
4,64.5,60.7,0.27,715
5,74.9,71.7,1.81,755
6,67.7,56.7,0.08,672
7,61.6,56.3,0.75,712
2,63.6,54.9,0.02,604
1,62.4,50.3,0,510
3,68.5,61.5,0,583
4,71.9,65.6,0,613
5,68.4,61.7,0.69,778
6,67.7,62.5,0,717
7,66.4,57.1,0.04,796
2,64.2,59.5,0,544
1,71.6,66.9,0,529
3,68.2,64.6,0,501
4,69.8,66.1,0,628
5,73.3,68.5,0,708
6,73.1,70,0,741
7,62.3,52.9,1.27,830
2,51.5,40.4,0.04,577
1,51.9,41.3,0.06,516
3,58.8,53.3,0.02,692
4,54.7,40.4,0.04,688
5,53.1,38.2,0.01,699
6,46.7,25.1,0,735
7,49.2,33,0,787
2,56.8,47.3,0.06,629
1,47.9,33.1,0,593
3,44.2,30.3,0,650
4,54,40,0,681
5,50,34,0,719
6,45.5,30.6,0,763
7,43.7,31.4,0,747
2,47.4,43.8,0.71,757
1,48.5,44.4,0.58,556
3,51.4,44.1,0.08,696
4,48.3,32.3,0.03,721
5,53.1,38,0,646
6,62.2,52.7,0,696
7,67.7,61.4,0,746
2,58.4,51.3,0.59,656
1,48.9,33,0.37,502
3,50.2,43.8,0,759
4,52.7,51.6,0.3,679
5,57,44.3,0.68,696
6,52,32.8,0,631
2,45.9,34.7,0.8,606
1,38.8,20.5,0.03,500
3,42.8,26.8,0,497
4,46.6,41.8,0.72,754
5,38.7,19.3,0.38,688
7,38.9,33.8,1.4,720
2,42,30,0.07,559
1,42.2,27.5,0,470
3,45.5,37.3,0,697
4,45.4,36.9,0,695
5,40.1,25,0,732
6,25.2,3.2,0,412
7,22.3,1.7,0,476
2,36.7,23.4,0,536
1,49.1,42.4,1.78,483
3,50,40.9,0.81,743
4,43.3,34.5,0.85,609
5,38.6,24.8,0.03,573
6,41.8,25.9,0,646
7,39.9,27.7,0,743
2,41.2,32.5,0.02,601
1,47.4,45.5,0.34,558
3,53.5,44.6,0.3,697
4,40.7,22.5,0,684
5,32.5,16.4,0,652
6,34.5,18.8,0,681
7,36.5,17.6,0,705
2,29.7,13,0,652
1,32.1,16.4,0,465
3,33.4,17.3,0,651
4,34.2,20.2,0,707
5,36.1,21.7,0,631
6,35.9,26.2,0,686
7,44.4,39.3,0.03,841
2,49.7,46.5,0.23,628
1,42.2,37.1,0.41,622
3,40.4,32,1.06,689
4,35.5,15.8,0.03,731
5,32.1,16.4,0,749
6,41.8,31.3,0,806
7,54.7,53.3,1.13,782
2,47.9,39.9,0.72,568
1,40,23.5,0.02,505
3,39.5,29.8,0.11,580
4,36.8,21.3,0.01,328
5,36.8,21.4,0,514
6,40.3,26.6,0,582
7,48.8,44.8,0.18,681
2,51.9,41.7,0.97,499
1,37.4,25.7,0,404
3,41,33.5,0,622
4,50.5,43.2,1.08,430
5,38,23.2,0.06,502
6,41.1,29.4,0,504
7,39.7,26.4,0,598
2,44.2,41,0.22,455
1,43.5,30,0.28,376
3,29.5,7.7,0,584
4,38.9,31.3,0.07,571
5,42.7,30.1,0.16,514
6,33,16.1,0.06,580
7,26.7,6.8,0,644
2,25.6,4.9,0,520
1,29.4,9.9,0,374
3,26.7,11.2,0,703
4,29.3,12,0,618
5,34,19.6,0,579
6,30.1,10,0,586
7,33.4,26.3,0.05,596
2,35.1,23.4,0,479
1,34,29.5,1,411
3,10.7,-5.3,0.17,412
4,18.9,-0.6,0,627
5,35.5,15.8,0,553
6,52.3,47.5,0.09,592
7,36,17.7,1.24,666
2,29.1,3.5,0,533
1,39.6,22.2,0,445
3,31.4,11.7,0,565
4,32.7,21.7,0,681
5,28.6,15.7,0.23,630
6,8.4,-13,0.01,601
7,14.9,-7.7,0,651
2,23.3,5,0,577
1,39,25.8,0,490
3,48.3,32.9,0,651
4,53.4,39.4,0,570
5,43.1,30.2,0,615
6,41.4,38.7,0.51,588
7,45,36.1,0.31,661
2,29.5,6.3,0.07,540
1,28.3,8.7,0,445
3,33.9,16.4,0,568
4,30.8,18,0,687
5,36.5,29,0.83,639
6,37.3,18.7,0.08,664
7,48.4,34.5,0,616
2,42.3,21.8,0,535
1,32.2,14.8,0,439
3,35.6,29.7,0.12,406
4,28.2,8.9,0.01,527
5,28.7,13.2,0,615
6,37.9,32,0.67,597
7,42.3,23.2,0.1,546
2,37.3,22.7,0,439
1,40.9,37.5,0.38,401
3,40.8,17.2,0.21,700
4,30.1,6.3,0,670
5,26.3,7.1,0,529
6,31,17.7,0.03,699
7,30.2,19.6,0.1,711
2,34.7,29,0.5,642
1,38.4,26.3,0.04,503
3,34.6,27.4,0.81,503
4,27.2,7.8,0.29,639
5,23.3,3.8,0,589
6,24.1,5.3,0,556
7,30.5,11.1,0,652
2,39.4,20.8,0,523
1,38.5,32.9,0.25,462
3,45.7,31.1,0.29,645
4,40.1,17.2,0,586
5,38.6,18.7,0,562
6,47.3,31.7,0,611
7,58.2,48,0.01,673
2,51.2,30,0.38,550
1,39.1,12.2,0,419
3,38.3,11.2,0,575
4,41.6,15.5,0,565
5,44.3,24.1,0,584
6,43.9,37.8,0.02,624
7,43.7,36.5,1.38,718
2,40.6,20.1,0.03,530
1,47.3,11.8,0,466
3,52.5,25.3,0,526
4,42.1,5.1,0,610
5,39.7,9.7,0,562
6,42.4,26.6,0,644
7,52.8,37.8,0,563
2,58.8,43.2,0,516
1,54.7,42.1,0,450
3,40,15.6,0.06,602
4,43.7,19.4,0,553
5,51.6,28.3,0,613
6,52.3,14.8,0,660
7,42,17.6,0,701
2,49,38.8,0.2,587
1,58.2,39,0,487
3,63.6,50.3,0.26,594
4,49,43.9,0.03,537
5,51.8,33.3,0,633
6,46,20.7,0,537
7,52.9,36.3,0,688
2,65.4,57.7,0.87,599
1,67.4,57.9,0.24,457
3,57.6,47.7,0.74,657
4,52.4,20.9,0.23,638
5,54.6,30.9,0.01,621
6,55,41.4,0,540
7,66,56.5,0,551
2,61.1,58.6,0.43,456
1,57.4,48.8,0.28,398
3,57.1,49,0,522
4,63.3,50.6,0.24,592
5,65,44,0.08,515
6,56.3,39.5,0,518
7,53.5,50,0.32,500
2,54.3,37,1.03,526
1,49.6,36.4,0.07,395
3,49.5,29.7,0.01,565
4,52.4,46.8,0.05,587
5,53.7,44.1,0.04,599
6,58,51.5,0,668
7,52.9,48.6,0.01,651
2,58.5,54.6,0.16,553
1,55.2,53.4,0.64,529
3,57.7,47.8,0.68,630
4,60.1,49,0,647
5,61,49.9,0.11,649
6,55.9,43.3,0,593
7,61.8,54.1,0,660
2,64.1,47.9,0.08,637
1,50.2,46.7,0.45,589
3,45.1,43.6,0.88,613
4,46.7,43.4,0.69,621
5,53.5,42.3,0.31,691
6,62.8,44.8,0.12,642
7,67.8,51.5,0.01,726
2,65.4,46.4,0.03,649
1,66.9,55.1,0,547
3,74.9,63.6,0.06,689
4,66.1,40.7,0,745
5,64.4,36.1,0,693
6,64.2,51.5,0.27,722
7,68.8,55,0.21,728
2,63,48.6,0,520
1,70.3,58.1,0,510
3,72.3,54.3,0.2,442
4,67.2,55.8,0,654
5,65.6,60.2,0.18,601
6,60,57,0.79,625
7,69.1,60.1,0.95,765
2,71.1,56,0,557
1,71.2,60.1,0,515
3,64.4,44.9,0.86,659
4,62.4,39.3,0,615
5,70.7,53.9,0,655
6,75.5,64.9,0.04,744
7,72.8,59.3,0,734
2,71.6,53.7,0,580
1,68.3,47,0,526
3,63.4,55.6,0,613
4,69.9,57.9,1.07,682
5,67.1,45.6,0.45,686
6,62.4,54.1,0,634
7,63.8,52.5,0.6,749
2,70.7,47.4,0,620
1,72.8,60.7,0.04,509
3,72.9,65.8,0,552
4,70.8,67.2,0.11,721
5,68,65.9,0.68,591
6,69.2,67.5,0.16,697
7,70.9,62.9,0.63,771
2,71.3,49.1,0.27,635
1,73.7,50,0,559
3,76.1,54.9,0,731
4,76.1,68.3,0.86,662
5,78.6,63.7,0,803
6,81.3,59.5,0,734
7,81.2,58.2,0,753
2,80.4,65.1,0,660
1,76,61.9,0.08,569
3,74.3,55.2,0.06,693
4,78.4,60.2,0,591
5,79.6,67.2,0.02,654
6,81,65.7,0,394
7,77.5,69.5,0,542
2,80.7,72.6,0,471
1,78.5,67.3,0,441
3,72.6,62.7,0.01,592
4,77.7,61.3,0.03,661
5,80.7,64.3,0,553
6,78.5,66.8,0,658
7,77,68.4,0.79,747
2,77.7,62.5,0,558
1,82,61.5,0,497
3,78.2,56.2,0,637
4,81.5,61.3,0,658
5,85.3,70.4,0,630
6,75.1,72.8,1.84,620
7,78.8,71.2,0.49,666
2,88.2,73.3,0,586
1,88.7,73.6,0,477
3,81.7,70.7,0,641
4,71.3,67.4,2.19,553
5,73.5,62.2,0.02,626
6,76.4,58.6,0,605
7,77.6,60,0,650
2,78.2,62.3,0,602
1,79.9,64.6,0,527
3,81.2,66.3,0.01,649
4,84.2,68.7,0,638
5,78.9,67.8,0.01,604
6,76.9,64.3,0.36,618
7,78.2,61.4,0,610
2,77.7,67.1,0,566
1,76.7,65.9,0.21,499
3,76.3,60,0,616
4,74.6,68.8,0,551
5,75.7,70.1,0.04,608
6,74.1,66.5,1.18,646
7,72.8,62.9,0.2,645
2,73.7,53.1,0.08,572
1,72.3,51.5,0,484
3,76,56,0,586
4,75.8,66.8,0.04,469
5,76.6,68.8,0.03,537
6,75.6,66,0,560
7,73.5,65.6,0,523
2,77.4,70.3,0,533
1,79.3,72.9,0,481
3,78.5,69.3,0.64,563
4,80.4,66.1,0,574
5,79.6,70.7,0,522
6,80.7,69.2,0.1,587
7,70.2,64,1.02,569
2,69.7,52.2,0.08,514
1,69.2,55.1,0,482
3,66.5,53.9,0,494
4,67.7,56.8,0,529
5,69.7,64.8,0,553
6,73.1,58.9,0.08,592
7,75.5,56.5,0,630
2,75.8,55.8,0,502
1,71,54.2,0,473
3,70.8,64.8,0,427
4,73.6,62.2,0.3,652
5,75.3,65.2,0,600
6,71,55.7,0,628
7,64.8,57.2,0,591
2,64.2,52.8,0.34,489
1,69.1,54.8,0.02,462
3,70.5,57.3,0,603
4,70.4,64.3,0.01,605
5,76.1,66.2,0,624
6,76.5,68.2,0.01,689
7,63.5,53.9,0.16,687
2,67.8,57.7,0,488
1,74.5,60.8,0,604
3,72.9,59.4,0,620
4,69.5,47.7,0,635
5,64,49.7,0,605
6,60.6,38,0,605
7,65.6,45.7,0,688
2,71.8,49.8,0,577
1,75.1,59.7,0,515
3,78.7,64,0,639
4,72.2,55.8,0.11,628
5,67.9,49.4,0,604
6,70.5,57.6,0,645
7,66.3,51.7,0.02,703
2,71.3,60.2,0,532
1,74.4,58.8,0,488
3,65.3,48.5,0,435
4,69.9,57.9,0,454
5,78.7,66.2,0,688
6,58.5,55.3,0.2,690
7,59.2,49.8,0.17,708
2,52,35.2,0,557
1,62.8,52.4,0,435
3,71.5,60.6,0.01,575
4,60.5,51.4,0.22,523
5,56.6,46.7,0.02,383
6,59.5,42.3,0.54,615
7,59.4,37.9,0,606
2,59.8,46.6,0,502
1,59.5,45.9,0,441
3,63.7,49.2,0,400
4,58.4,37.9,0,549
5,59.6,52,0,658
6,55,43.7,1.83,608
7,53.2,38,0,634
2,50.8,35.8,0,586
1,54.3,46.4,0,500
3,56.4,46.9,0.54,559
4,57.5,51.3,0,562
5,60.6,48.6,0.58,669
6,57.7,34.8,0.01,613
7,58.1,45.8,0,647
2,58.7,44.6,0,525
1,59.5,54.1,0.05,467
3,58.9,50.1,1.34,607
4,56.6,53.1,0,639
5,60,58.2,0.09,595
6,64.7,62.9,0.36,616
7,54.9,39,0.33,782
2,46,30.4,0.11,506
1,47.9,30.4,0,479
3,48.5,29,0,623
4,56,44.5,0,440
5,51,30.8,0,615
6,52,33.5,0,669
7,37.9,22.2,0.1,676
2,33.3,16.2,0,502
1,43.9,24,0,457
3,53.2,38.1,0,481
4,46.5,35.2,0,595
5,27.6,5.1,0.04,599
6,35,14.5,0,545
7,43.2,22,0,621
2,39.1,9.4,0,527
1,35.8,15.8,0,444
3,39.3,33.9,0.01,743
4,42.9,37.6,0.65,630
5,43.2,30.6,0.18,526
6,44.8,29.2,0,647
7,49.2,34.8,0,633
2,40.3,20.3,0.07,528
1,42.6,37,0.61,517
3,44.8,32.6,0.32,641
4,51.6,36.6,0,702
5,54.3,43.2,0,561
6,49.2,32,0.04,374
7,36.1,22,0,425
2,36.3,16.8,0,465
1,33.3,21,0,409
3,35.3,32.7,0.65,580
4,32.4,26,0.47,620
5,35.3,27.1,0.02,552
6,38.6,27.5,0,597
7,40.6,23.7,0,563
2,36.6,18.2,0,566
1,34,18.5,0,455
3,46.8,43.4,0.21,737
4,55.8,51.6,1.36,667
5,37.3,30.4,0.36,578
6,31.1,11,0.03,599
7,39.1,30.9,0,760
2,50.1,49.1,1.93,577
1,44.8,29.3,0.04,503
3,35.6,17.3,0,519
4,33.5,29.8,0.47,700
5,33,24.8,0.53,701
6,21.3,7.7,0.03,699
7,25.8,10.8,0,698
2,28.2,15.5,0,520
1,36.6,23.4,0,510
3,46.5,27,0,593
4,45,24.5,0,530
6,39.8,34.3,0,414
7,49.4,40.9,0,448
2,48,37.4,0,355
1,42.6,30.2,0,384
3,39.4,38.3,0.56,518
4,38.7,34.9,0.43,443
